timestamp,rtp_timestamp,first_packet_departure,estimated_first_packet_departure,first_packet_arrival,last_packet_arrival,render,encode_ms,pacing_ms,network_ms,estimated_network_ms,decode_ms,frame_construction_delay_ms,inter_frame_delay_ms,inter_frame_departure_ms,frame_jitter_ms,encoded_size,height,width,min_rtt,avail_bw,is_keyframe,frame_type
433237181,369394789,-1,433237185,433237181,433237181,0,2,0,3968044616504,-4,1,0,33,0,33,3026,480,270,1,48.416,0,delta
433237215,369397759,-2,433237217,433237215,433237215,0,1,0,3968044616538,-2,1,0,34,0,34,3836,480,270,1,61.376,0,delta
433237248,369400819,-2,433237251,433237248,433237248,0,1,0,3968044616572,-3,1,0,33,0,33,3749,480,270,1,59.984,0,delta
433237281,369403789,-2,433237284,433237281,433237281,0,1,0,3968044616605,-3,0,0,33,0,33,2926,480,270,1,46.816,0,delta
433237315,369406759,-1,433237318,433237314,433237314,0,2,0,3968044616637,-4,1,0,33,0,33,4336,480,270,1,69.376,0,delta
433237348,369409819,433237346,433237351,433237347,433237347,0,1,0,1,-4,1,0,33,0,33,2519,480,270,1,40.304,0,delta
433237381,369412789,433237379,433237384,433237381,433237381,0,1,0,2,-3,1,0,34,33,1,2725,480,270,1,43.6,0,delta
433237414,369415759,433237412,433237417,433237414,433237414,0,1,0,2,-3,1,0,33,33,0,3729,480,270,1,59.664,0,delta
433237448,369418729,433237446,433237451,433237448,433237448,0,2,0,2,-3,0,0,34,34,0,4752,480,270,1,76.032,0,delta
433237481,369421789,433237479,433237484,433237481,433237481,0,1,0,2,-3,1,0,33,33,0,2652,480,270,1,42.432,0,delta
433237514,369424759,433237513,433237518,433237514,433237514,0,2,0,1,-4,1,0,33,34,-1,2928,480,270,1,46.848,0,delta
433237547,369427729,433237545,433237550,433237547,433237547,0,1,0,2,-3,0,0,33,32,1,2376,480,270,1,38.016,0,delta
433237582,369430789,433237581,433237585,433237582,433237582,0,2,0,1,-3,1,0,35,36,-1,4485,480,270,1,71.76,0,delta
433237614,369433759,433237613,433237617,433237614,433237614,0,1,0,1,-3,1,0,32,32,0,3040,480,270,1,48.64,0,delta
433237649,369436819,433237648,433237652,433237648,433237648,0,2,0,0,-4,1,0,34,35,-1,6267,480,270,1,100.272,0,delta
433237681,369439789,433237680,433237684,433237681,433237681,0,1,0,1,-3,1,0,33,32,1,5208,480,270,1,83.328,0,delta
433237715,369442759,433237714,433237718,433237715,433237715,0,2,0,1,-3,1,0,34,34,0,9367,480,270,1,149.872,0,delta
433237747,369445729,433237746,433237750,433237747,433237747,0,1,0,1,-3,1,0,32,32,0,6060,480,270,1,96.96,0,delta
433237782,369448789,433237781,433237785,433237781,433237781,0,2,0,0,-4,1,0,34,35,-1,5737,480,270,1,91.792,0,delta
433237815,369451759,433237813,433237817,433237814,433237814,0,1,0,1,-3,1,0,33,32,1,6102,480,270,1,97.632,0,delta
433237849,369454819,433237848,433237852,433237849,433237849,0,2,0,1,-3,1,0,35,35,0,9036,480,270,1,144.576,0,delta
433237882,369457789,433237880,433237884,433237881,433237881,0,1,0,1,-3,1,0,32,32,0,7971,480,270,1,127.536,0,delta
433237915,369460669,433237914,433237917,433237914,433237914,0,2,0,0,-3,1,0,33,34,-1,8025,480,270,1,128.4,0,delta
433237948,369463729,433237947,433237950,433237948,433237948,0,1,0,1,-2,1,0,34,33,1,7203,480,270,1,115.248,0,delta
433237982,369466699,433237981,433237984,433237982,433237982,0,2,0,1,-2,1,0,34,34,0,9615,480,270,1,153.84,0,delta
433238014,369469669,433238013,433238016,433238014,433238014,0,1,0,1,-2,1,0,32,32,0,7503,480,270,1,120.048,0,delta
433238049,369472729,433238047,433238051,433238048,433238048,0,2,0,1,-3,1,0,34,34,0,8097,480,270,1,129.552,0,delta
433238081,369475699,433238080,433238084,433238081,433238081,0,2,0,1,-3,1,0,33,33,0,7316,480,270,1,117.056,0,delta
433238116,369478759,433238115,433238118,433238116,433238116,0,2,0,1,-2,1,0,35,35,0,11555,480,270,1,184.88,0,delta
433238148,369481729,433238147,433238151,433238148,433238148,0,2,1,1,-3,1,0,32,32,0,7996,480,270,1,127.936,0,delta
433238182,369484699,433238181,433238184,433238181,433238181,0,2,0,0,-3,2,0,33,34,-1,9513,480,270,1,152.208,0,delta
433238215,369487759,433238214,433238218,433238215,433238215,0,2,0,1,-3,0,0,34,33,1,6571,480,270,1,105.136,0,delta
433238249,369490729,433238248,433238252,433238248,433238248,0,3,0,0,-4,2,0,33,34,-1,13526,480,270,1,216.416,0,delta
433238283,369493789,433238281,433238285,433238282,433238282,0,2,0,1,-3,1,0,34,33,1,9396,480,270,1,150.336,0,delta
433238316,369496759,433238315,433238319,433238315,433238315,0,3,0,0,-4,2,0,33,34,-1,12604,480,270,1,201.664,0,delta
433238349,369499729,433238347,433238350,433238348,433238348,0,1,0,1,-2,1,0,33,32,1,8939,480,270,1,143.024,0,delta
433238383,369502699,433238381,433238384,433238382,433238382,0,2,0,1,-2,1,0,34,34,0,14468,480,270,1,231.488,0,delta
433238415,369505759,433238413,433238418,433238414,433238414,0,2,0,1,-4,1,0,32,32,0,9566,480,270,1,153.056,0,delta
433238450,369508819,433238447,433238452,433238449,433238449,0,2,0,2,-3,1,0,35,34,1,12468,480,270,1,199.488,0,delta
433238483,369511789,433238480,433238485,433238482,433238482,0,2,0,2,-3,1,0,33,33,0,10877,480,270,1,174.032,0,delta
433238517,369514759,433238515,433238520,433238516,433238516,0,4,0,1,-4,2,0,34,35,-1,17977,480,270,1,287.632,0,delta
433238549,369517819,433238547,433238552,433238548,433238549,0,2,0,2,-3,1,1,33,32,1,10722,480,270,1,57.184,0,delta
433238583,369520789,433238580,433238585,433238582,433238582,0,2,0,2,-3,1,0,33,33,0,12363,480,270,1,197.808,0,delta
433238615,369523759,433238613,433238618,433238615,433238615,0,2,0,2,-3,1,0,33,33,0,9157,480,270,1,146.512,0,delta
433238650,369526729,433238647,433238652,433238649,433238649,0,3,0,2,-3,1,0,34,34,0,16115,480,270,1,257.84,0,delta
433238682,369529789,433238680,433238685,433238681,433238681,0,2,0,1,-4,1,0,32,33,-1,8733,480,270,1,139.728,0,delta
433238716,369532759,433238713,433238718,433238715,433238715,0,2,0,2,-3,1,0,34,33,1,11344,480,270,1,181.504,0,delta
433238748,369535729,433238746,433238751,433238748,433238748,0,2,0,2,-3,1,0,33,33,0,8222,480,270,1,131.552,0,delta
433238783,369538699,433238780,433238785,433238782,433238782,0,3,0,2,-3,1,0,34,34,0,13587,480,270,1,217.392,0,delta
433238815,369541759,433238814,433238818,433238814,433238814,0,2,0,0,-4,1,0,32,34,-2,8590,480,270,1,137.44,0,delta
433238849,369544819,433238848,433238852,433238849,433238849,0,2,0,1,-3,1,0,35,34,1,10833,480,270,1,173.328,0,delta
433238883,369547789,433238882,433238886,433238882,433238882,0,3,0,0,-4,1,0,33,34,-1,8475,480,270,1,135.6,0,delta
433238917,369550759,433238915,433238919,433238916,433238916,0,3,0,1,-3,2,0,34,33,1,13874,480,270,1,221.984,0,delta
433238949,369553729,433238947,433238951,433238948,433238948,0,2,0,1,-3,1,0,32,32,0,8783,480,270,1,140.528,0,delta
433238982,369556699,433238981,433238985,433238981,433238981,0,3,0,0,-4,1,0,33,34,-1,10428,480,270,1,166.848,0,delta
433239016,369559849,433239015,433239019,433239016,433239016,0,2,0,1,-3,1,0,35,34,1,8630,480,270,1,138.08,0,delta
433239050,369562729,433239048,433239052,433239049,433239049,0,3,0,1,-3,1,0,33,33,0,14424,480,270,1,230.784,0,delta
433239081,369565699,433239080,433239084,433239081,433239081,0,2,0,1,-3,1,0,32,32,0,8219,480,270,1,131.504,0,delta
433239116,369568759,433239115,433239119,433239115,433239116,0,3,0,1,-3,1,1,35,35,0,11076,480,270,1,59.072,0,delta
433239149,369571729,433239147,433239150,433239148,433239148,0,1,0,1,-2,1,0,32,32,0,8355,480,270,1,133.68,0,delta
433239183,369574789,433239181,433239185,433239182,433239182,0,2,0,1,-3,2,0,34,34,0,12825,480,270,1,205.2,0,delta
433239215,369577759,433239214,433239218,433239214,433239214,0,2,0,0,-4,1,0,32,33,-1,8224,480,270,1,131.584,0,delta
433239249,369580729,433239247,433239251,433239248,433239248,0,2,0,1,-3,1,0,34,33,1,10982,480,270,1,175.712,0,delta
433239282,369583789,433239280,433239285,433239282,433239282,0,2,0,2,-3,1,0,34,33,1,8315,480,270,1,133.04,0,delta
433239317,369586759,433239314,433239319,433239316,433239316,0,3,0,2,-3,1,0,34,34,0,12795,480,270,1,204.72,0,delta
433239359,369590359,433239357,433239360,433239358,433239358,0,4,0,1,-2,2,0,42,43,-1,8461,480,270,1,135.376,0,delta
433239383,369592789,433239380,433239385,433239382,433239382,0,2,0,2,-3,2,0,24,23,1,10476,480,270,1,167.616,0,delta
433239416,369595759,433239413,433239418,433239415,433239415,0,2,0,2,-3,1,0,33,33,0,7663,480,270,1,122.608,0,delta
433239452,369598819,433239449,433239454,433239450,433239450,0,4,0,1,-4,1,0,35,36,-1,12619,480,270,1,201.904,0,delta
433239482,369601789,433239480,433239485,433239482,433239482,0,2,0,2,-3,1,0,32,31,1,8533,480,270,1,136.528,0,delta
433239516,369604759,433239514,433239519,433239515,433239515,0,3,0,1,-4,2,0,33,34,-1,10707,480,270,1,171.312,0,delta
433239549,369607819,433239547,433239552,433239548,433239548,0,2,0,1,-4,1,0,33,33,0,6464,480,270,1,103.424,0,delta
433239583,369610789,433239581,433239586,433239582,433239582,0,3,0,1,-4,2,0,34,34,0,10796,480,270,1,172.736,0,delta
433239615,369613759,433239613,433239618,433239615,433239615,0,2,0,2,-3,1,0,33,32,1,6941,480,270,1,111.056,0,delta
433239649,369616729,433239647,433239652,433239648,433239648,0,3,0,1,-4,2,0,33,34,-1,9146,480,270,1,146.336,0,delta
433239682,369619699,433239679,433239683,433239681,433239681,0,1,0,2,-2,1,0,33,32,1,6835,480,270,1,109.36,0,delta
433239716,369622759,433239713,433239718,433239715,433239715,0,2,0,2,-3,2,0,34,34,0,11922,480,270,1,190.752,0,delta
433239749,369625819,433239746,433239751,433239748,433239748,0,1,0,2,-3,1,0,33,33,0,7244,480,270,1,115.904,0,delta
433239783,369628789,433239780,433239785,433239782,433239782,0,2,0,2,-3,1,0,34,34,0,9450,480,270,1,151.2,0,delta
433239815,369631759,433239813,433239818,433239815,433239815,0,2,1,2,-3,1,0,33,33,0,6454,480,270,1,103.264,0,delta
433239850,369634729,433239847,433239852,433239849,433239849,0,3,0,2,-3,1,0,34,34,0,12122,480,270,1,193.952,0,delta
433239882,369637699,433239879,433239883,433239881,433239881,0,1,0,2,-2,1,0,32,32,0,7984,480,270,1,127.744,0,delta
433239915,369640759,433239913,433239918,433239914,433239914,0,2,0,1,-4,2,0,33,34,-1,10534,480,270,1,168.544,0,delta
433239949,369643819,433239947,433239952,433239948,433239948,0,2,0,1,-4,2,0,34,34,0,8250,480,270,1,132,0,delta
433239983,369646789,433239981,433239986,433239982,433239982,0,3,0,1,-4,2,0,34,34,0,13413,480,270,1,214.608,0,delta
433240015,369649759,433240013,433240018,433240014,433240014,0,2,0,1,-4,2,0,32,32,0,7850,480,270,1,125.6,0,delta
433240048,369652729,433240046,433240051,433240048,433240048,0,2,0,2,-3,1,0,34,33,1,10291,480,270,1,164.656,0,delta
433240082,369655789,433240080,433240085,433240081,433240081,0,2,0,1,-4,1,0,33,34,-1,8333,480,270,1,133.328,0,delta
433240116,369658759,433240113,433240118,433240115,433240115,0,2,0,2,-3,2,0,34,33,1,13452,480,270,1,215.232,0,delta
