Timestamp(ms),Bitrate(bps),DelayJitter(ms),Threshold(ms),CongestionState
433285479,0,0,12.5,0
433285479,0,0,12.5,0
433285479,0,0,12.5,0
433285479,0,0,12.5,0
433285529,921000,0,7.1375,0
433285529,921000,0,6,0
433285529,921000,0,6,0
433285529,921000,0,6,0
433285529,921000,0,6,0
433285529,921000,0,6,0
433285529,921000,0,6,0
433285529,921000,0,6,0
433285529,921000,0,6,0
433285529,921000,0,6,0
433285580,1766500,0,6,0
433285580,1766500,0,6,0
433285580,1766500,0,6,0
433285580,1766500,0,6,0
433285580,1766500,0,6,0
433285580,1766500,0,6,0
433285580,1766500,0,6,0
433285580,1766500,0,6,0
433285580,1766500,0,6,0
433285580,1766500,0,6,0
433285580,1766500,0,6,0
433285580,1766500,0,6,0
433285580,1766500,0,6,0
433285580,1766500,0,6,0
433285580,1766500,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285630,3818285,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285681,8982857,0,6,0
433285731,19998933,0,6,0
433285731,19998933,0,6,0
433285731,19998933,0,6,0
433285731,19998933,0,6,0
433285731,19998933,0,6,0
433285731,19998933,0,6,0
