Timestamp(ms),Bitrate(bps),LossRate,State(-1/0/1)
433285781,50000000,0,1
433285783,50000000,0,1
433285809,50000000,0,1
433285832,50000000,0,1
433285833,50000000,0,1
433285859,50000000,0,1
433285883,50000000,0,1
433285883,50000000,0,1
433285908,50000000,0,1
433285934,50000000,0,1
433285934,50000000,0,1
433285959,50000000,0,1
433285984,50000000,0,1
433285984,50000000,0,1
433286009,50000000,0,1
433286034,50000000,0,1
433286035,50000000,0,1
433286059,50000000,0,1
433286083,50000000,0,1
433286086,50000000,0,1
433286108,50000000,0,1
433286133,50000000,0,1
433286136,50000000,0,1
433286158,50000000,0,1
433286183,50000000,0,1
433286186,50000000,0,1
433286209,50000000,0,1
433286234,50000000,0,1
433286237,50000000,0,1
433286257,50000000,0,1
433286284,50000000,0,1
433286288,50000000,0,1
433286308,50000000,0,1
433286334,50000000,0,1
433286339,50000000,0,1
433286358,50000000,0,1
433286371,50000000,0,1
433286384,50000000,0,1
433286389,50000000,0,1
433286407,50000000,0,1
433286433,50000000,0,1
433286440,50000000,0,1
433286459,50000000,0,1
433286484,50000000,0,1
433286491,50000000,0,1
433286508,50000000,0,1
433286533,50000000,0,1
433286541,50000000,0,1
433286559,50000000,0,1
433286583,50000000,0,1
433286592,50000000,0,1
433286609,50000000,0,1
433286634,50000000,0,1
433286643,50000000,0,1
433286659,50000000,0,1
433286683,50000000,0,1
433286693,50000000,0,1
433286709,50000000,0,1
433286734,50000000,0,1
433286743,50000000,0,1
433286759,50000000,0,1
433286783,50000000,0,1
433286794,50000000,0,1
433286808,50000000,0,1
433286833,50000000,0,1
433286844,50000000,0,1
433286859,50000000,0,1
433286884,50000000,0,1
433286894,50000000,0,1
433286909,50000000,0,1
433286934,50000000,0,1
433286945,50000000,0,1
433286958,50000000,0,1
433286984,50000000,0,1
433286995,50000000,0,1
433287008,50000000,0,1
433287033,50000000,0,1
433287046,50000000,0,1
433287058,50000000,0,1
433287084,50000000,0,1
433287097,50000000,0,1
433287108,50000000,0,1
433287134,50000000,0,1
433287147,50000000,0,1
433287158,50000000,0,1
433287183,50000000,0,1
433287198,50000000,0,1
433287208,50000000,0,1
433287233,50000000,0,1
433287248,50000000,0,1
433287258,50000000,0,1
433287284,50000000,0,1
433287298,50000000,0,1
433287309,50000000,0,1
433287334,50000000,0,1
433287348,50000000,0,1
433287358,50000000,0,1
433287383,50000000,0,1
433287399,50000000,0,1
433287409,50000000,0,1
433287411,50000000,0,1
433287433,50000000,0,1
433287449,50000000,0,1
433287458,50000000,0,1
433287484,50000000,0,1
433287499,50000000,0,1
433287509,50000000,0,1
433287534,50000000,0,1
433287549,50000000,0,1
433287558,50000000,0,1
433287583,50000000,0,1
433287600,50000000,0,1
433287609,50000000,0,1
433287634,50000000,0,1
433287651,50000000,0,1
433287659,50000000,0,1
433287684,50000000,0,1
433287702,50000000,0,1
433287709,50000000,0,1
433287733,50000000,0,1
433287753,50000000,0,1
433287758,50000000,0,1
433287784,50000000,0,1
433287804,50000000,0,1
433287808,50000000,0,1
433287834,50000000,0,1
433287854,50000000,0,1
433287858,50000000,0,1
433287884,50000000,0,1
433287905,50000000,0,1
433287909,50000000,0,1
433287934,50000000,0,1
433287955,50000000,0,1
433287958,50000000,0,1
433287983,50000000,0,1
433288006,50000000,0,1
433288008,50000000,0,1
433288033,50000000,0,1
433288056,50000000,0,1
433288059,50000000,0,1
433288083,50000000,0,1
433288106,50000000,0,1
433288109,50000000,0,1
433288133,50000000,0,1
433288156,50000000,0,1
433288158,50000000,0,1
433288184,50000000,0,1
433288207,50000000,0,1
433288209,50000000,0,1
433288232,50000000,0,1
433288258,50000000,0,1
433288259,50000000,0,1
433288284,50000000,0,1
433288308,50000000,0,1
433288309,50000000,0,1
433288332,50000000,0,1
433288359,50000000,0,1
433288359,50000000,0,1
