timestamp_ms,chunk_bytes,total_bytes
0.000,9,9
9.959,9,18
9.997,5000,5018
2009.932,9,5027
2010.028,10000,15027
3009.967,9,15036
3010.288,50000,65036
4009.925,9,65045
4010.004,10000,75045
5009.968,9,75054
5010.117,25000,100054
6009.963,9,100063
6010.035,10000,110063
