timestamp_ms,frames_decoded,frames_dropped,frames_received,framerate,jitter_buffer_delay_ms,min_playout_delay_ms,video_width,video_height,total_decode_time_ms,total_bytes_received,bitrates,overall_avg_bitrates,sender_period_bitrate,sender_overall_bitrate,decoder_implementation,period_packets_received,period_packets_lost,loss_ratio,period_packets_discarded,period_fec_packets_received,period_fec_packets_discarded,period_packets_repaired,period_fec_bytes_recv,period_fec_bytes_sent,fec_byte_ratio,period_retx_pkts_recv,period_retx_bytes_recv,period_retx_pkts_sent,period_retx_bytes_sent,retransmission_ratio,period_freeze_count,period_freeze_duration_ms,freeze_time_ratio
433303409,2,0,2,23,16.2915,0,480,270,1.1625,8648,281236,281236,0,0,dav1d,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433303609,10,0,10,35,32.772,0,480,270,5.604,23719,602840,425453,0,0,dav1d,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433303810,16,0,16,33,32.899,0,480,270,8.772,38857,602507,480457,0,0,dav1d,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433304010,22,0,22,32,33.039,0,480,270,12.583,57433,743040,542460,0,1.55428e+06,dav1d,19,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
433304210,28,0,28,31,33.191,0,480,270,17.355,82729,1.01184e+06,632122,623840,1.08906e+06,dav1d,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433304411,34,0,34,30,33.439,0,480,270,22.611,115857,1.31853e+06,742673,809990,995727,dav1d,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433304611,40,0,40,30,33.65,0,480,270,27.954,156516,1.62636e+06,864729,909360,974162,dav1d,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433304812,46,0,46,30,33.811,0,480,270,33.318,198101,1.65512e+06,961072,2.09664e+06,1.19933e+06,dav1d,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433305012,52,0,52,30,33.978,0,480,270,38.728,239972,1.67484e+06,1.03828e+06,0,999774,dav1d,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433305213,58,0,58,30,34.207,0,480,270,44.605,290996,2.03081e+06,1.13559e+06,3.57238e+06,1.36834e+06,dav1d,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433305413,64,0,64,30,34.561,0,480,270,50.686,345917,2.19684e+06,1.22993e+06,1.3188e+06,1.36216e+06,dav1d,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433305613,70,0,70,30,34.942,0,480,270,57.521,405023,2.36424e+06,1.32252e+06,0,1.21106e+06,dav1d,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433305814,76,0,76,30,35.221,0,480,270,64.13,455307,2.00135e+06,1.37399e+06,2.90448e+06,1.38091e+06,dav1d,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433306014,82,0,82,30,35.479,0,480,270,71.346,513222,2.3166e+06,1.44012e+06,3.00872e+06,1.52862e+06,dav1d,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433306214,88,0,88,30,35.815,0,480,270,78.399,570960,2.30952e+06,1.49711e+06,1.36688e+06,1.51516e+06,dav1d,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433306414,94,0,94,30,36.223,0,480,270,85.731,636960,2.64e+06,1.56742e+06,3.90472e+06,1.69869e+06,dav1d,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433306617,100,0,100,30,36.499,0,480,270,92.423,691581,2.15255e+06,1.60181e+06,2.84839e+06,1.78184e+06,dav1d,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433306817,106,0,106,30,36.733,0,480,270,98.672,740526,1.9578e+06,1.62129e+06,1.68292e+06,1.77526e+06,dav1d,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433307017,112,0,112,30,36.908,0,480,270,105.496,799743,2.36868e+06,1.66008e+06,1.83744e+06,1.77914e+06,dav1d,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433307217,118,0,118,30,37.161,0,640,360,112.908,873161,2.93672e+06,1.72306e+06,2.3158e+06,1.81064e+06,dav1d,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433307418,124,0,124,30,37.422,0,640,360,118.405,948810,3.01091e+06,1.7839e+06,3.33114e+06,1.89535e+06,dav1d,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433307618,130,0,130,30,37.865,0,640,360,124.634,1040220,3.6564e+06,1.86796e+06,3.17368e+06,1.96249e+06,dav1d,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433307818,136,0,136,30,38.339,0,640,360,129.651,1119054,3.15336e+06,1.92319e+06,2.31916e+06,1.98029e+06,dav1d,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433308018,142,0,142,30,38.777,0,640,360,134.894,1195409,3.0542e+06,1.96978e+06,3.44884e+06,2.05008e+06,dav1d,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433308219,148,0,148,30,39.192,0,640,360,139.323,1269637,2.95435e+06,2.00892e+06,4.6593e+06,2.16903e+06,dav1d,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433308419,154,0,154,30,39.504,0,640,360,144.518,1349252,3.1846e+06,2.05366e+06,2.96912e+06,2.20375e+06,dav1d,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433308619,160,0,160,30,39.887,0,640,360,149.395,1417429,2.72708e+06,2.07834e+06,1.59644e+06,2.1785e+06,dav1d,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433308819,166,0,166,30,40.207,0,640,360,153.724,1469882,2.09812e+06,2.07904e+06,3.53852e+06,2.2328e+06,dav1d,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433309019,172,0,172,30,40.444,0,640,360,157.115,1516262,1.8552e+06,2.0714e+06,1.89836e+06,2.21996e+06,dav1d,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433309220,178,0,178,30,40.707,0,960,540,162.088,1572762,2.24876e+06,2.07728e+06,2.46515e+06,2.22907e+06,dav1d,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433309420,184,0,184,30,41.007,0,960,540,168.73,1627103,2.17364e+06,2.08036e+06,2.04952e+06,2.22267e+06,dav1d,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433309620,190,0,190,30,41.501,0,960,540,175.206,1701922,2.99276e+06,2.10862e+06,1.673e+06,2.20375e+06,dav1d,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433309820,196,0,196,30,41.831,0,960,540,181.383,1770127,2.7282e+06,2.12724e+06,2.39784e+06,2.2102e+06,dav1d,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433310021,202,0,202,30,42.163,0,960,540,187.675,1836831,2.65489e+06,2.1427e+06,4.01353e+06,2.26856e+06,dav1d,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433310221,208,0,208,30,42.414,0,960,540,194.646,1911039,2.96832e+06,2.1661e+06,1.70372e+06,2.25094e+06,dav1d,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433310421,214,0,214,30,42.736,0,960,540,202.39,2002697,3.66632e+06,2.20744e+06,2.7594e+06,2.26632e+06,dav1d,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433310621,220,0,220,30,43.291,0,960,540,210.531,2109370,4.26692e+06,2.26267e+06,2.02412e+06,2.25921e+06,dav1d,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433310822,226,0,226,30,43.787,0,960,540,218.805,2229827,4.79431e+06,2.32911e+06,4.99554e+06,2.33765e+06,dav1d,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433311022,232,0,232,30,44.242,0,960,540,225.07,2330567,4.0296e+06,2.37238e+06,6.44408e+06,2.45153e+06,dav1d,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433311222,238,0,238,30,44.757,0,1280,720,232.114,2427766,3.88796e+06,2.40999e+06,4.8206e+06,2.51545e+06,dav1d,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433311422,244,0,244,30,45.46,0,1280,720,241.881,2534237,4.25884e+06,2.45476e+06,2.86476e+06,2.52463e+06,dav1d,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433311623,250,0,250,30,46.206,0,1280,720,254.716,2753039,8.70854e+06,2.60335e+06,5.25576e+06,2.59489e+06,dav1d,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433311823,256,0,256,30,46.922,0,1280,720,265.711,2915480,6.49764e+06,2.69328e+06,8.75208e+06,2.74857e+06,dav1d,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433312023,262,0,262,30,47.442,0,1280,720,277.048,3080247,6.59068e+06,2.78126e+06,6.49764e+06,2.83987e+06,dav1d,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433312223,268,0,268,30,48.142,0,1280,720,289.323,3262696,7.29796e+06,2.88097e+06,5.1614e+06,2.89506e+06,dav1d,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433312424,274,0,274,30,48.77,0,1280,720,303.018,3473558,8.39252e+06,3.00059e+06,8.68382e+06,3.03013e+06,dav1d,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433312624,280,0,280,30,49.456,0,1280,720,315.466,3663942,7.61536e+06,3.09814e+06,6.66608e+06,3.11264e+06,dav1d,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433312824,286,0,286,30,50.26,0,1280,720,329.386,3888584,8.98568e+06,3.22003e+06,9.38376e+06,3.25178e+06,dav1d,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433313024,292,0,292,30,70.739,0,1280,720,346.694,4227964,1.35752e+07,3.43005e+06,6.76284e+06,3.32799e+06,dav1d,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433313224,297,0,297,29,111.727,0,1280,720,364.223,4654052,1.70435e+07,3.70067e+06,1.21624e+07,3.51568e+06,dav1d,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433313425,303,0,303,29,191.839,0,1920,1080,392.263,5334166,2.70692e+07,4.15838e+06,1.81597e+07,3.82181e+06,dav1d,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433313625,309,0,309,29,272.633,0,1920,1080,425.383,6031526,2.78944e+07,4.61214e+06,2.72038e+07,4.29826e+06,dav1d,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433313825,316,0,316,30,370.982,0,1920,1080,452.544,6661315,2.51916e+07,4.99817e+06,3.03238e+07,4.81799e+06,dav1d,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433314025,322,0,322,30,391.437,0,1920,1080,469.228,7000039,1.3549e+07,5.15562e+06,2.51916e+07,5.21689e+06,dav1d,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433314225,328,0,328,31,403.123,0,1920,1080,487.22,7269407,1.07747e+07,5.25721e+06,1.29794e+07,5.36595e+06,dav1d,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433314426,334,0,334,31,422.989,0,1920,1080,504.583,7594366,1.29337e+07,5.3942e+06,1.12878e+07,5.47808e+06,dav1d,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433314626,340,0,340,31,453.982,0,1920,1080,521.354,7944556,1.40076e+07,5.54449e+06,1.03753e+07,5.56863e+06,dav1d,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433314826,346,0,346,30,484.948,0,1920,1080,539.05,8312055,1.47e+07,5.70149e+06,1.66306e+07,5.76947e+06,dav1d,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433315027,352,0,352,30,518.073,0,1920,1080,556.833,8656898,1.37251e+07,5.83742e+06,1.45596e+07,5.92698e+06,dav1d,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433315227,358,0,358,30,519.175,0,1920,1080,574.432,8954162,1.18906e+07,5.93777e+06,1.38613e+07,6.06597e+06,dav1d,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433315428,364,0,364,30,520.141,0,1920,1080,588.259,9191844,9.45998e+06,5.9955e+06,1.18314e+07,6.16572e+06,dav1d,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433315628,370,0,370,30,521.275,0,1920,1080,603.734,9440938,9.96376e+06,6.05917e+06,7.95568e+06,6.19601e+06,dav1d,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433315828,376,0,376,30,522.294,0,1920,1080,616.781,9671691,9.23012e+06,6.10924e+06,1.15154e+07,6.28453e+06,dav1d,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433316028,382,0,382,30,523.763,0,1920,1080,631.128,9910497,9.55224e+06,6.16277e+06,7.65424e+06,6.30695e+06,dav1d,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
