timestamp_ms,frames_decoded,frames_dropped,frames_received,framerate,jitter_buffer_delay_ms,min_playout_delay_ms,video_width,video_height,total_decode_time_ms,total_bytes_received,bitrates,overall_avg_bitrates,sender_period_bitrate,sender_overall_bitrate,decoder_implementation,period_packets_received,period_packets_lost,loss_ratio,period_packets_discarded,period_fec_packets_received,period_fec_packets_discarded,period_packets_repaired,period_fec_bytes_recv,period_fec_bytes_sent,fec_byte_ratio,period_retx_pkts_recv,period_retx_bytes_recv,period_retx_pkts_sent,period_retx_bytes_sent,retransmission_ratio,period_freeze_count,period_freeze_duration_ms,freeze_time_ratio
433141145,2.5,0,2.5,30,46.6645,0,480,270,1.648,21053,584806,584806,0,0,dav1d,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433141345,11,0,11,39,98.253,0,480,270,6.843,44758,948200,733738,0,0,dav1d,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433141545,17,0,17,35,98.387,0,480,270,10.029,61086,653120,710302,0,0,dav1d,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433141746,23,0,23,34,98.539,0,480,270,13.266,76616,618109,689458,0,2.30472e+06,dav1d,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
433141946,29,0,29,33,98.7,0,480,270,16.546,93671,682200,688125,327320,1.31848e+06,dav1d,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433142146,35,0,35,30,98.912,0,480,270,21.247,127529,1.35432e+06,791491,862120,1.16662e+06,dav1d,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433142347,41,0,41,30,99.13,0,480,270,26.414,170693,1.71797e+06,916472,874269,1.09335e+06,dav1d,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433142547,47,0,47,30,99.443,0,480,270,32.278,213765,1.72288e+06,1.01191e+06,1.2986e+06,1.13432e+06,dav1d,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433142747,53,0,53,30,99.771,0,480,270,38.802,269915,2.246e+06,1.1425e+06,1.69736e+06,1.228e+06,dav1d,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433142947,59,0,59,30,100.135,0,480,270,45.529,335084,2.60676e+06,1.28262e+06,0,1.05282e+06,dav1d,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433143147,65,0,65,30,100.419,0,480,270,52.047,395117,2.40132e+06,1.38032e+06,3.7898e+06,1.39452e+06,dav1d,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433143348,71,0,71,30,100.775,0,480,270,59.042,458232,2.51204e+06,1.47164e+06,3.03355e+06,1.57724e+06,dav1d,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433143548,77,0,77,30,101.044,0,480,270,65.975,520108,2.47504e+06,1.54621e+06,3.31744e+06,1.751e+06,dav1d,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433143748,83,0,83,30,101.293,0,480,270,73.157,579121,2.36052e+06,1.60255e+06,2.027e+06,1.77605e+06,dav1d,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433143948,89,0,89,30,101.482,0,480,270,79.951,632517,2.13584e+06,1.63705e+06,3.18828e+06,1.89359e+06,dav1d,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433144149,95,0,95,30,101.715,0,480,270,86.542,682792,2.001e+06,1.65928e+06,1.20999e+06,1.84083e+06,dav1d,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433144349,101,0,101,30,101.923,0,480,270,93.37,742316,2.38096e+06,1.70061e+06,1.61412e+06,1.82466e+06,dav1d,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433144549,107,0,107,30,102.134,0,480,270,100.058,803482,2.44664e+06,1.74102e+06,2.0166e+06,1.83744e+06,dav1d,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433144749,113,0,113,30,102.437,0,480,270,106.982,867218,2.54944e+06,1.78257e+06,3.21768e+06,1.92359e+06,dav1d,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433144950,119,0,119,30,102.866,0,640,360,113.64,933328,2.63124e+06,1.82424e+06,3.06348e+06,1.99088e+06,dav1d,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433145150,125,0,125,30,103.162,0,640,360,118.642,1016966,3.34552e+06,1.89511e+06,2.22612e+06,2.00393e+06,dav1d,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433145350,131,0,131,30,103.675,0,640,360,125.017,1121828,4.19448e+06,1.99747e+06,2.87092e+06,2.0495e+06,dav1d,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433145551,137,0,137,30,104.093,0,640,360,130.247,1192342,2.80653e+06,2.03211e+06,3.80673e+06,2.13767e+06,dav1d,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433145751,143,0,143,30,104.614,0,640,360,135.741,1274614,3.29088e+06,2.08355e+06,3.19844e+06,2.18811e+06,dav1d,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433145951,149,0,149,30,105.082,0,640,360,141.673,1361619,3.4802e+06,2.13839e+06,3.28884e+06,2.23808e+06,dav1d,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433146151,155,0,155,30,105.381,0,640,360,147.293,1450327,3.54832e+06,2.19165e+06,4.71696e+06,2.34571e+06,dav1d,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433146352,161,0,161,30,105.693,0,640,360,152.276,1531866,3.24533e+06,2.2302e+06,2.20911e+06,2.34e+06,dav1d,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433146552,167,0,167,30,106.1,0,640,360,157.697,1612763,3.23588e+06,2.26551e+06,5.03268e+06,2.44756e+06,dav1d,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433146752,173,0,173,30,106.586,0,640,360,163.013,1686379,2.94464e+06,2.28856e+06,2.05632e+06,2.43253e+06,dav1d,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433146952,179,0,179,30,106.874,0,960,540,169.015,1758225,2.87384e+06,2.30776e+06,4.1242e+06,2.4951e+06,dav1d,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433147153,185,0,185,30,107.109,0,960,540,175.696,1821622,2.52326e+06,2.31464e+06,1.74484e+06,2.46821e+06,dav1d,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433147353,191,0,191,30,107.476,0,960,540,184.913,1899957,3.1334e+06,2.33985e+06,2.7808e+06,2.47898e+06,dav1d,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433147553,197,0,197,30,107.81,0,960,540,192.16,1959015,2.36232e+06,2.34052e+06,1.83328e+06,2.45748e+06,dav1d,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433147754,203,0,203,30,108.064,0,960,540,198.421,2015535,2.24955e+06,2.33787e+06,3.89138e+06,2.5039e+06,dav1d,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433147954,209,0,209,30,108.447,0,960,540,205.327,2091811,3.05104e+06,2.35797e+06,1.91032e+06,2.48538e+06,dav1d,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433148154,215,0,215,30,108.868,0,960,540,211.816,2169382,3.10284e+06,2.37838e+06,4.02848e+06,2.53208e+06,dav1d,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433148354,221,0,221,30,109.198,0,960,540,218.786,2244584,3.00808e+06,2.39518e+06,2.01456e+06,2.51687e+06,dav1d,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433148555,227,0,227,30,109.553,0,960,540,226.171,2326447,3.25823e+06,2.41772e+06,3.02977e+06,2.53158e+06,dav1d,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433148755,233,0,233,30,110.055,0,960,540,234.465,2424550,3.92412e+06,2.45586e+06,3.08812e+06,2.54702e+06,dav1d,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433148955,239,0,239,30,110.607,0,1280,720,244.403,2549260,4.9884e+06,2.51841e+06,1.87296e+06,2.52883e+06,dav1d,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433149155,245,0,245,30,111.258,0,1280,720,253.736,2680118,5.23432e+06,2.58387e+06,6.28968e+06,2.62767e+06,dav1d,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433149356,251,0,251,30,111.925,0,1280,720,262.155,2808608,5.11403e+06,2.64371e+06,6.37373e+06,2.72406e+06,dav1d,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433149556,257,0,257,30,112.418,0,1280,720,270.709,2908908,4.012e+06,2.67517e+06,4.30196e+06,2.76346e+06,dav1d,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433149756,263,0,263,30,113.066,0,1280,720,282.274,3055145,5.84948e+06,2.74651e+06,4.97384e+06,2.8173e+06,dav1d,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433149956,269,0,269,30,113.741,0,1280,720,294.347,3242099,7.47816e+06,2.85051e+06,5.54204e+06,2.88209e+06,dav1d,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433150156,275,0,275,30,114.635,0,1280,720,307.337,3457569,8.6188e+06,2.97457e+06,8.47784e+06,3.01205e+06,dav1d,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
