timestamp_ms,chunk_bytes,total_bytes
7824.989,9,40656
7825.007,512,41168
7925.177,9,41177
7925.194,512,41689
8025.375,9,41698
8025.392,512,42210
8125.594,9,42219
8125.637,512,42731
8225.759,9,42740
8225.775,512,43252
8326.026,9,43261
8326.043,512,43773
8426.148,9,43782
8426.176,512,44294
8526.334,9,44303
8526.375,512,44815
8626.677,9,44824
8626.706,512,45336
8729.560,9,45345
8729.663,512,45857
8827.833,9,45866
8827.848,512,46378
8928.193,9,46387
8928.229,512,46899
9028.527,9,46908
9028.554,512,47420
9128.716,9,47429
9128.761,512,47941
9228.953,9,47950
9228.995,512,48462
9329.247,9,48471
9329.269,512,48983
9429.622,9,48992
9429.737,512,49504
9529.970,9,49513
9529.995,512,50025
9630.072,9,50034
9630.098,512,50546
9730.291,9,50555
9730.325,512,51067
9830.501,9,51076
9830.523,512,51588
9930.639,9,51597
9930.791,512,52109
10030.915,9,52118
10030.932,512,52630
10131.200,9,52639
10131.219,512,53151
10231.539,9,53160
10231.621,512,53672
10331.786,9,53681
10331.821,512,54193
10432.000,9,54202
10432.027,512,54714
10532.162,9,54723
10532.216,512,55235
10632.431,9,55244
10632.461,512,55756
10732.692,9,55765
10732.733,512,56277
10832.848,9,56286
10832.898,512,56798
10932.998,9,56807
10933.046,512,57319
11033.268,9,57328
11033.339,512,57840
11133.525,9,57849
11133.579,512,58361
11233.780,9,58370
11233.798,512,58882
11334.064,9,58891
11334.101,512,59403
11434.281,9,59412
11434.319,512,59924
11534.726,9,59933
11534.820,512,60445
11635.101,9,60454
11635.155,512,60966
11735.285,9,60975
11735.329,512,61487
11835.537,9,61496
11835.626,512,62008
11935.779,9,62017
11935.867,512,62529
12036.095,9,62538
12036.174,512,63050
12136.314,9,63059
12136.364,512,63571
12236.622,9,63580
12236.671,512,64092
12336.957,9,64101
12337.018,512,64613
12437.263,9,64622
12437.311,512,65134
12537.551,9,65143
12537.584,512,65655
12637.729,9,65664
12637.801,512,66176
12738.060,9,66185
12738.082,512,66697
12838.584,9,66706
12838.614,512,67218
12938.801,9,67227
12938.899,512,67739
13039.169,9,67748
13039.222,512,68260
13139.454,9,68269
13139.484,512,68781
13240.058,9,68790
13240.229,512,69302
13340.619,9,69311
13340.663,512,69823
13441.013,9,69832
13441.118,512,70344
13541.485,9,70353
13541.605,512,70865
13641.915,9,70874
13642.017,512,71386
13742.554,9,71395
13742.673,512,71907
13843.059,9,71916
13843.198,512,72428
13943.601,9,72437
13943.733,512,72949
14043.975,9,72958
14044.051,512,73470
14144.327,9,73479
14144.414,512,73991
14244.761,9,74000
14244.847,512,74512
14345.432,9,74521
14345.593,512,75033
14445.836,9,75042
14445.870,512,75554
14546.163,9,75563
14546.230,512,76075
14646.428,9,76084
14646.476,512,76596
14746.715,9,76605
14746.765,512,77117
14847.210,9,77126
14847.272,512,77638
14947.544,9,77647
14947.582,512,78159
15047.741,9,78168
15047.766,512,78680
15147.940,9,78689
15147.971,512,79201
15248.359,9,79210
15248.439,512,79722
15348.844,9,79731
15348.897,512,80243
15449.215,9,80252
15449.284,512,80764
15549.886,9,80773
15550.010,512,81285
15650.221,9,81294
15650.277,512,81806
15750.603,9,81815
15750.682,512,82327
15850.865,9,82336
15850.912,512,82848
15951.269,9,82857
15951.340,512,83369
16051.522,9,83378
16051.599,512,83890
16151.895,9,83899
16151.976,512,84411
16252.124,9,84420
16252.151,512,84932
16352.337,9,84941
16352.370,512,85453
16452.487,9,85462
16452.549,512,85974
16552.839,9,85983
16552.922,512,86495
16653.211,9,86504
16653.279,512,87016
16753.587,9,87025
16753.668,512,87537
16853.932,9,87546
16854.018,512,88058
16954.323,9,88067
16954.363,512,88579
17054.544,9,88588
17054.576,512,89100
17154.694,9,89109
17154.715,512,89621
17255.038,9,89630
17255.147,512,90142
17355.363,9,90151
17355.402,512,90663
17455.594,9,90672
17455.651,512,91184
17555.904,9,91193
17555.969,512,91705
17656.271,9,91714
17656.336,512,92226
17757.077,9,92235
17757.144,512,92747
17857.139,9,92756
17857.176,512,93268
17957.519,9,93277
17957.548,512,93789
18057.698,9,93798
18057.729,512,94310
18157.902,9,94319
18157.946,512,94831
18258.147,9,94840
18258.188,512,95352
18358.370,9,95361
18358.416,512,95873
18458.619,9,95882
18458.656,512,96394
18558.883,9,96403
18558.923,512,96915
18659.131,9,96924
18659.162,512,97436
18759.339,9,97445
18759.388,512,97957
18859.579,9,97966
18859.637,512,98478
18959.816,9,98487
18959.830,512,98999
19060.011,9,99008
19060.038,512,99520
