timestamp_ms,chunk_bytes,total_bytes
0.000,9,9
8.358,9,18
8.406,5000,5018
2008.345,9,5027
2008.430,10000,15027
3008.344,9,15036
3008.654,50000,65036
4008.348,9,65045
4008.421,10000,75045
5008.366,9,75054
5008.517,25000,100054
6008.389,9,100063
6008.503,10000,110063
