timestamp_ms,chunk_bytes,total_bytes
0.000,9,9
3.046,9,18
3.165,5000,5018
2003.049,9,5027
2003.167,10000,15027
3003.086,9,15036
3003.416,50000,65036
4003.044,9,65045
4003.273,10000,75045
5003.038,9,75054
5003.196,25000,100054
6003.021,9,100063
6003.080,10000,110063
