Timestamp(ms),Bitrate(bps),DelayJitter(ms),Threshold(ms),CongestionState
433141044,0,0,12.5,0
433141044,0,0,12.5,0
433141044,0,0,12.5,0
433141044,0,0,12.5,0
433141094,921000,0,7.1375,0
433141094,921000,0,6,0
433141094,921000,0,6,0
433141094,921000,0,6,0
433141094,921000,0,6,0
433141094,921000,0,6,0
433141094,921000,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141145,1842500,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,1,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141195,4012266,0,6,0
433141246,9042285,-1,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,1,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,-1,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141246,9042285,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
433141296,21096000,0,6,0
